genome_id,genome_name,repository,species_id,sra_accession,quality_level,completeness,contamination,count_contigs,genome_length,avg_contig_length,contig_N50,average_depth,percent_contigs_5x_depth,count_trnas,rrna_5s_present,rrna_16s_present,rrna_23s_present,species_alt_id,species_name,representative_genome,gtdb_taxonomy,operational_taxonomy,count_hgm,count_ref,gut_species,new_species,cultured_species,high_quality
ERS473180_15.hgm,ERS473180_15,HGM,OTU-13771,ERS473180,high,95.1,0.0,93,1713124,18420.7,27967,10.3643,100.0,13,Yes,No,No,258595,Peptoniphilus harei,ERS473180_15,d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei,d__Bacteria;p__18;c__124;o__765;f__1533;g__6733;s__13771,2,2,Yes,No,Yes,Yes
ERS631829_9.hgm,ERS631829_9,HGM,OTU-05233,ERS631829,high,97.17,0.0,81,2480874,30628.1,59642,15.044,100.0,19,No,Yes,No,252427,Homeothermaceae sp.,ERS631829_9,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279;s__CAG-279 sp1,d__Bacteria;p__21;c__101;o__592;f__1147;g__4471;s__05233,268,3,Yes,No,No,Yes
ERS235543_27.hgm,ERS235543_27,HGM,OTU-04284,ERS235543,high,93.55,0.81,60,1891929,31532.2,49434,28.689,100.0,19,No,No,No,262229,Collinsella HGM04284,ERS235543_27,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04284,4,0,Yes,Yes,No,Yes
1816681.4.patric,Paenibacillus sp. Marseille-P2472,PATRIC,OTU-11272,,high,99.78,0.06,4,5668632,1417160.0,5631190,,,20,Yes,Yes,Yes,270904,Paenibacillus sp.,1816681.4,d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_R;s__,d__Bacteria;p__18;c__123;o__730;f__1431;g__5880;s__11272,0,1,Yes,No,Yes,Yes
ERS537306_85.hgm,ERS537306_85,HGM,OTU-12751,ERS537306,high,93.29,0.67,46,2226939,48411.7,77079,59.6981,100.0,19,Yes,No,No,207009,DTU089 HGM12751,ERS537306_85,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089,d__Bacteria;p__18;c__124;o__751;f__1493;g__6271;s__12751,5,0,Yes,Yes,No,Yes
SRS476024_18.hgm,SRS476024_18,HGM,OTU-12528,SRS476024,high,99.12,0.03,73,2918243,39975.9,73651,56.7105,100.0,18,No,Yes,Yes,261074,Ruminococcus faecis,SRS476024_18,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B faecis,d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12528,178,7,Yes,No,Yes,Yes
ERS473372_3.hgm,ERS473372_3,HGM,OTU-04301,ERS473372,high,98.39,0.81,71,2010280,28313.8,42443,53.6719,100.0,20,No,No,No,273099,Collinsella HGM04301,ERS473372_3,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04301,3,0,Yes,Yes,No,Yes
1702221.3.patric,Faecalibaculum rodentium strain Alo17,PATRIC,OTU-09862,,high,98.11,1.35,1,2542486,2542490.0,2542486,,,20,Yes,Yes,Yes,247953,Faecalibaculum rodentium,1702221.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium,d__Bacteria;p__01;c__014;o__046;f__0082;g__0294;s__09862,0,2,Yes,No,Yes,Yes
SRS053356_61.hgm,SRS053356_61,HGM,OTU-23466,SRS053356,high,94.59,2.03,103,4618450,44839.3,84579,31.4768,100.0,19,No,No,No,231152,UBA1784 HGM23466,SRS053356_61,d__Bacteria;p__Verrucomicrobia;c__Lentisphaeria;o__UBA1784,d__Bacteria;p__20;c__096;o__545;f__1046;g__3901;s__23466,16,0,Yes,Yes,No,Yes
SRS294925_28.hgm,SRS294925_28,HGM,OTU-05606,SRS294925,high,97.38,0.48,31,2477925,79933.1,109758,60.0656,100.0,20,Yes,Yes,Yes,275175,Rikenellaceae HGM05606,SRS294925_28,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__CAG-831,d__Bacteria;p__21;c__101;o__594;f__1150;g__4519;s__05606,1,0,Yes,Yes,No,Yes
ERS537284_28.hgm,ERS537284_28,HGM,OTU-05579,ERS537284,high,90.49,0.5,75,3356727,44756.4,100092,27.2771,100.0,16,No,Yes,Yes,248403,Alistipes senegalensis,ERS537284_28,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis,d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05579,10,1,Yes,No,Yes,Yes
SRS048870_30.hgm,SRS048870_30,HGM,OTU-11336,SRS048870,high,90.38,0.0,60,2182178,36369.6,60820,25.0891,100.0,18,Yes,No,No,208649,Clostridia HGM11336,SRS048870_30,d__Bacteria;p__Firmicutes;c__Clostridia,d__Bacteria;p__18;c__124;o__757;f__1509;g__6453;s__11336,8,0,Yes,Yes,No,Yes
1890302.16.patric,Bacillus wiedmannii strain AFS015207,PATRIC,OTU-09543,,high,99.34,0.0,74,5346578,72251.0,211671,,,17,No,Yes,Yes,262144,Bacillus wiedmannii,1890302.16,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_Y,d__Bacteria;p__01;c__014;o__052;f__0104;g__0566;s__09543,0,195,Yes,No,Yes,Yes
SRS476288_26.hgm,SRS476288_26,HGM,OTU-05505,SRS476288,high,92.62,2.57,215,1983378,9225.01,15781,11.6711,99.8153,18,Yes,Yes,Yes,262713,Rikenellaceae HGM05505,SRS476288_26,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,d__Bacteria;p__21;c__101;o__594;f__1150;g__4516;s__05505,1,0,Yes,Yes,No,Yes
ERS537408_29.hgm,ERS537408_29,HGM,OTU-14322,ERS537408,high,96.63,1.12,41,1892473,46157.9,99051,263.119,100.0,17,Yes,Yes,No,224601,Fusobacterium HGM14322,ERS537408_29,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A,d__Bacteria;p__01;c__006;o__022;f__0037;g__0112;s__14322,3,0,Yes,Yes,No,Yes
SRS1596774_46.hgm,SRS1596774_46,HGM,OTU-08834,SRS1596774,high,95.44,0.0,90,1310436,14560.4,25358,26.1573,100.0,19,No,No,No,269418,Elusimicrobiaceae HGM08834,SRS1596774_46,d__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae,d__Bacteria;p__08;c__085;o__488;f__0944;g__3544;s__08834,4,0,Yes,Yes,No,Yes
1951660.3.patric,Enterobacteriaceae bacterium UBA2575,PATRIC,OTU-20632,,high,99.95,0.41,25,4171737,166869.0,260317,,,17,No,No,No,278522,Pantoea calida,1951660.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__PSNIH2;s__,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20632,2,13,Yes,No,Yes,Yes
ERS608481_48.hgm,ERS608481_48,HGM,OTU-13342,ERS608481,high,93.96,0.0,119,2387819,20065.7,28228,24.065,100.0,17,Yes,No,No,259506,Ruminiclostridium HGM13342,ERS608481_48,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E,d__Bacteria;p__18;c__124;o__751;f__1497;g__6307;s__13342,18,0,Yes,Yes,No,Yes
1952184.3.patric,Lachnospiraceae bacterium UBA7766,PATRIC,OTU-12163,,high,94.78,0.92,74,2488620,33630.0,51481,,,15,No,No,No,224629,Lachnospiraceae sp.,1952184.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791,d__Bacteria;p__18;c__124;o__762;f__1519;g__6557;s__12163,0,6,Yes,No,No,Yes
1690248.3.patric,Arthrobacter sp. LS16,PATRIC,OTU-02352,,high,99.28,1.15,1,3851242,3851240.0,3851242,,,20,Yes,Yes,Yes,239486,Glutamicibacter sp.,1690248.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter sp2,d__Bacteria;p__23;c__114;o__654;f__1272;g__5317;s__02352,0,3,Yes,No,Yes,Yes
SRS1596807_67.hgm,SRS1596807_67,HGM,OTU-19515,SRS1596807,high,98.14,0.62,116,2570977,22163.6,47922,35.5738,100.0,19,Yes,Yes,No,250832,Sutterella wadsworthensis,SRS1596807_67,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp3,d__Bacteria;p__08;c__064;o__329;f__0616;g__1859;s__19515,218,4,Yes,No,Yes,Yes
ERS608610_39.hgm,ERS608610_39,HGM,OTU-09871,ERS608610,high,95.15,2.02,258,1816282,7039.85,10066,9.69201,99.4919,13,Yes,Yes,No,258903,Holdemanella HGM09871,ERS608610_39,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella,d__Bacteria;p__01;c__014;o__046;f__0082;g__0288;s__09871,6,0,Yes,Yes,No,Yes
SRS077849_38.hgm,SRS077849_38,HGM,OTU-12111,SRS077849,high,95.21,0.38,132,2716436,20579.1,36206,26.4907,100.0,18,No,No,Yes,258532,Lachnospiraceae sp.,SRS077849_38,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-24;s__CAG-24 sp1,d__Bacteria;p__18;c__124;o__762;f__1519;g__6565;s__12111,213,2,Yes,No,Yes,Yes
2713896759.img,Stenotrophomonas ginsengisoli DSM 24757,IMG,OTU-22930,,high,98.72,0.34,70,3353931,47913.3,85121,,,20,Yes,Yes,Yes,267880,Stenotrophomonas ginsengisoli,2713896759,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas ginsengisoli,d__Bacteria;p__08;c__064;o__341;f__0635;g__2002;s__22930,0,2,Yes,No,Yes,Yes
ERS537342_47.hgm,ERS537342_47,HGM,OTU-04171,ERS537342,high,94.35,1.61,67,2015191,30077.5,50486,14.890999999999998,100.0,20,No,Yes,No,262619,Collinsella HGM04171,ERS537342_47,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04171,1,0,Yes,Yes,No,Yes
SRS1735617_3.hgm,SRS1735617_3,HGM,OTU-12503,SRS1735617,high,95.91,0.0,78,3319145,42553.1,66912,50.8578,100.0,18,No,No,Yes,278373,Ruminococcus HGM12503,SRS1735617_3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,d__Bacteria;p__18;c__124;o__762;f__1517;g__6652;s__12503,1,0,Yes,Yes,No,Yes
ERS608488_46.hgm,ERS608488_46,HGM,OTU-11837,ERS608488,high,90.72,1.51,96,1505327,15680.5,43409,11.5806,98.9701,17,Yes,No,Yes,211759,Lachnospiraceae HGM11837,ERS608488_46,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,d__Bacteria;p__18;c__124;o__762;f__1517;g__6492;s__11837,6,0,Yes,Yes,No,Yes
SRS820601_58.hgm,SRS820601_58,HGM,OTU-13068,SRS820601,high,96.54,1.34,194,2655132,13686.2,18548,15.9667,100.0,14,Yes,No,Yes,239564,Oscillospiraceae sp.,SRS820601_58,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__,d__Bacteria;p__18;c__124;o__750;f__1482;g__6166;s__13068,15,2,Yes,No,No,Yes
SRS146764_26.hgm,SRS146764_26,HGM,OTU-14133,SRS146764,high,98.1,0.63,118,2168032,18373.2,33544,109.926,100.0,19,Yes,Yes,Yes,261885,Dialister HGM14133,SRS146764_26,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,d__Bacteria;p__18;c__123;o__722;f__1410;g__5761;s__14133,16,0,Yes,Yes,No,Yes
2554235311.img,Fusobacterium sp. 4_8,IMG,OTU-14314,,high,100.0,0.0,1,2261267,2261270.0,2261267,,,20,Yes,Yes,Yes,257960,Fusobacterium sp.,2554235311,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum_D,d__Bacteria;p__01;c__006;o__022;f__0037;g__0114;s__14314,3,32,Yes,No,Yes,Yes
ERS396406_17.hgm,ERS396406_17,HGM,OTU-11960,ERS396406,high,95.41,0.0,40,2301724,57543.1,81292,35.0786,100.0,17,No,No,No,260105,Agathobacter sp.,ERS396406_17,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,d__Bacteria;p__18;c__124;o__762;f__1517;g__6616;s__11960,1320,16,Yes,No,Yes,Yes
1946274.3.patric,Catabacter sp. UBA4675,PATRIC,OTU-11406,,high,95.14,0.0,14,1472528,105181.0,140786,,,20,No,Yes,No,272229,Clostridia sp.,1946274.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727,d__Bacteria;p__18;c__124;o__741;f__1452;g__6012;s__11406,0,6,Yes,No,No,Yes
1952323.3.patric,Ruminococcaceae bacterium UBA3812,PATRIC,OTU-12927,,high,98.23,0.67,25,2268520,90740.8,152452,,,17,Yes,No,No,267797,Ruminococcus sp.,1952323.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E,d__Bacteria;p__18;c__124;o__751;f__1490;g__6254;s__12927,0,4,Yes,No,No,Yes
SRS372688_6.hgm,SRS372688_6,HGM,OTU-10949,SRS372688,high,98.37,1.92,101,2000366,19805.6,28652,25.0745,100.0,16,Yes,Yes,No,264116,Gemella HGM10949,SRS372688_6,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella,d__Bacteria;p__01;c__014;o__052;f__0102;g__0421;s__10949,1,0,Yes,Yes,No,Yes
SRS147271_75.hgm,SRS147271_75,HGM,OTU-11437,SRS147271,high,91.94,0.0,33,1703939,51634.5,97934,25.0711,100.0,15,Yes,No,No,254090,Clostridia HGM11437,SRS147271_75,d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727,d__Bacteria;p__18;c__124;o__741;f__1453;g__6028;s__11437,23,0,Yes,Yes,No,Yes
SRS294899_22.hgm,SRS294899_22,HGM,OTU-12271,SRS294899,high,93.57,0.58,109,2395123,21973.6,54131,44.7431,100.0,14,No,No,No,261062,Dorea longicatena,SRS294899_22,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena_A,d__Bacteria;p__18;c__124;o__762;f__1517;g__6649;s__12271,34,3,Yes,No,Yes,Yes
1768011.3.patric,Sphingobacterium cellulitidis strain R-53745,PATRIC,OTU-07304,,high,99.37,0.0,51,4395093,86178.3,225178,,,20,No,Yes,Yes,245537,Sphingobacterium sp.,1768011.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,d__Bacteria;p__21;c__101;o__596;f__1161;g__4614;s__07304,0,2,Yes,No,Yes,Yes
1737426.3.patric,Paenibacillus sp. SIT18,PATRIC,OTU-11185,,high,99.85,0.8,15,5059704,337314.0,924910,,,19,Yes,Yes,Yes,275443,Paenibacillus sp.,1737426.3,d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A,d__Bacteria;p__18;c__123;o__730;f__1431;g__5880;s__11185,0,1,Yes,No,Yes,Yes
SRS476182_52.hgm,SRS476182_52,HGM,OTU-10614,SRS476182,high,91.28,0.0,54,2481649,45956.5,66783,37.6088,100.0,15,No,No,Yes,261529,Bacilli sp.,SRS476182_52,d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__,,68,1,Yes,No,No,Yes
SRS475997_28.hgm,SRS475997_28,HGM,OTU-04158,SRS475997,high,94.84,2.42,50,2286053,45721.1,103946,35.7748,100.0,19,Yes,No,No,246700,Collinsella HGM04158,SRS475997_28,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04158,2,0,Yes,Yes,No,Yes
SRS476291_27.hgm,SRS476291_27,HGM,OTU-11340,SRS476291,high,91.57,0.0,22,902654,41029.7,57694,20.2144,100.0,20,Yes,Yes,Yes,240386,Clostridia HGM11340,SRS476291_27,d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15,d__Bacteria;p__18;c__124;o__744;f__1457;g__6037;s__11340,2,0,Yes,Yes,No,Yes
SRS820609_32.hgm,SRS820609_32,HGM,OTU-14152,SRS820609,high,98.2,0.8,95,2631735,27702.5,47056,23.2152,100.0,19,Yes,No,No,273089,Megasphaera HGM14152,SRS820609_32,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera,d__Bacteria;p__18;c__123;o__722;f__1409;g__5752;s__14152,1,0,Yes,Yes,No,Yes
ERS473208_20.hgm,ERS473208_20,HGM,OTU-12897,ERS473208,high,90.38,0.69,268,2635271,9833.1,12676,14.8083,100.0,17,Yes,No,No,222176,Clostridium sporosphaeroides,ERS473208_20,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Clostridium_E;s__Clostridium_E sporosphaeroides,d__Bacteria;p__18;c__124;o__751;f__1490;g__6267;s__12897,4,2,Yes,No,Yes,Yes
1965560.3.patric,Lachnoclostridium sp. An138 strain An138,PATRIC,OTU-12346,,high,99.37,0.32,62,3689697,59511.2,150295,,,20,No,Yes,Yes,277816,Lachnospiraceae sp.,1965560.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575,d__Bacteria;p__18;c__124;o__762;f__1517;g__6666;s__12346,0,1,Yes,No,Yes,Yes
SRS476094_4.hgm,SRS476094_4,HGM,OTU-05699,SRS476094,high,90.18,3.14,326,3404276,10442.6,14670,15.4491,100.0,16,Yes,No,No,239162,Parabacteroides HGM05699,SRS476094_4,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,d__Bacteria;p__21;c__101;o__592;f__1142;g__4421;s__05699,16,0,Yes,Yes,No,Yes
ERS235496_5.hgm,ERS235496_5,HGM,OTU-12867,ERS235496,high,97.32,0.0,25,1711650,68466.0,120428,29.1694,100.0,19,Yes,Yes,No,234230,DTU089 HGM12867,ERS235496_5,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251,d__Bacteria;p__18;c__124;o__751;f__1488;g__6213;s__12867,15,0,Yes,Yes,No,Yes
ERS608535_28.hgm,ERS608535_28,HGM,OTU-10798,ERS608535,high,91.57,1.69,32,1148689,35896.5,80585,37.9585,100.0,20,Yes,Yes,Yes,248768,RF39 HGM10798,ERS608535_28,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-628,d__Bacteria;p__01;c__014;o__047;f__0083;g__0302;s__10798,20,0,Yes,Yes,No,Yes
1946304.3.patric,Catabacter sp. UBA7862,PATRIC,OTU-11354,,high,92.02,0.0,14,1188536,84895.4,127243,,,20,Yes,Yes,Yes,266970,Clostridia sp.,1946304.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15,d__Bacteria;p__18;c__124;o__744;f__1459;g__6043;s__11354,0,2,Yes,No,No,Yes
ERS608583_75.hgm,ERS608583_75,HGM,OTU-13558,ERS608583,high,98.6,0.0,63,1721304,27322.3,42031,16.6139,100.0,15,Yes,No,No,274161,Peptostreptococcus HGM13558,ERS608583_75,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus,d__Bacteria;p__18;c__124;o__767;f__1539;g__6782;s__13558,1,0,Yes,Yes,No,Yes
SRS147652_2.hgm,SRS147652_2,HGM,OTU-11418,SRS147652,high,95.97,0.0,34,2257442,66395.4,110022,44.8216,100.0,18,Yes,No,No,250992,Clostridia HGM11418,SRS147652_2,d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727,d__Bacteria;p__18;c__124;o__741;f__1453;g__6029;s__11418,19,0,Yes,Yes,No,Yes
ERS537399_2.hgm,ERS537399_2,HGM,OTU-12868,ERS537399,high,97.99,0.0,21,1763846,83992.7,180307,22.714000000000002,100.0,18,Yes,No,No,255927,DTU089 HGM12868,ERS537399_2,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251,d__Bacteria;p__18;c__124;o__751;f__1488;g__6212;s__12868,18,0,Yes,Yes,No,Yes
1852365.3.patric,Fusobacterium sp. Marseille-P2749,PATRIC,OTU-14309,,high,98.88,1.12,6,1809170,301528.0,420811,,,20,Yes,Yes,Yes,264408,Fusobacterium sp.,1852365.3,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium massiliense,d__Bacteria;p__01;c__006;o__022;f__0037;g__0114;s__14309,0,1,Yes,No,Yes,Yes
SRS1596782_93.hgm,SRS1596782_93,HGM,OTU-19496,SRS1596782,high,97.5,0.62,114,2215926,19437.9,31279,29.1021,100.0,18,Yes,Yes,Yes,259103,Sutterella HGM19496,SRS1596782_93,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella,d__Bacteria;p__08;c__064;o__329;f__0616;g__1862;s__19496,40,0,Yes,Yes,No,Yes
1952324.3.patric,Ruminococcaceae bacterium UBA3818,PATRIC,OTU-13189,,high,95.49,0.67,42,1931923,45998.2,70552,,,16,Yes,No,Yes,265093,Ruminococcaceae sp.,1952324.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae,d__Bacteria;p__18;c__124;o__751;f__1496;g__6352;s__13189,0,1,Yes,No,No,Yes
SRS147346_89.hgm,SRS147346_89,HGM,OTU-16782,SRS147346,high,97.85,0.0,66,1883111,28532.0,40457,118.167,100.0,19,No,No,No,255420,RF32 sp.,SRS147346_89,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__,d__Bacteria;p__08;c__076;o__392;f__0757;g__2590;s__16782,69,1,Yes,No,No,Yes
ERS537392_50.hgm,ERS537392_50,HGM,OTU-14329,ERS537392,high,97.75,0.0,30,1411115,47037.2,66995,42.9632,100.0,17,Yes,No,No,223249,Fusobacterium HGM14329,ERS537392_50,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B,d__Bacteria;p__01;c__006;o__022;f__0037;g__0116;s__14329,2,0,Yes,Yes,No,Yes
1952455.3.patric,Prevotellaceae bacterium UBA1710,PATRIC,OTU-04970,,high,92.54,1.44,85,3282576,38618.5,55850,,,15,Yes,No,No,270408,Prevotella sp.,1952455.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,d__Bacteria;p__21;c__101;o__592;f__1144;g__4386;s__04970,0,1,Yes,No,No,Yes
ERS396508_57.hgm,ERS396508_57,HGM,OTU-11343,ERS396508,high,90.73,0.81,154,2069675,13439.5,40272,58.6472,100.0,20,No,Yes,Yes,222317,Clostridia HGM11343,ERS396508_57,d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15,d__Bacteria;p__18;c__124;o__740;f__1450;g__6002;s__11343,2,0,Yes,Yes,No,Yes
ERS396322_76.hgm,ERS396322_76,HGM,OTU-11888,ERS396322,high,93.04,3.16,437,4427862,10132.4,21707,26.1004,100.0,17,No,No,Yes,223941,Lachnospiraceae HGM11888,ERS396322_76,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,d__Bacteria;p__18;c__124;o__762;f__1517;g__6659;s__11888,3,0,Yes,Yes,No,Yes
2740892380.img,Blautia producta ER3,IMG,OTU-11996,,high,99.36,0.0,146,6029435,41297.5,95467,,,20,No,No,Yes,250142,Blautia producta,2740892380,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta_A,d__Bacteria;p__18;c__124;o__762;f__1517;g__6655;s__11996,6,3,Yes,No,Yes,Yes
1950320.3.patric,Bacillales bacterium UBA6356,PATRIC,OTU-10928,,high,94.94,0.0,71,1530350,21554.2,35434,,,20,Yes,No,Yes,216640,RFN20 sp.,1950320.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826,d__Bacteria;p__01;c__013;o__038;f__0066;g__0211;s__10928,0,3,Yes,No,No,Yes
1958780.3.patric,Clostridium merdae strain Marseille-P2953,PATRIC,OTU-12895,,high,97.99,0.69,4,2748860,687215.0,1611351,,,20,Yes,Yes,Yes,264287,Clostridium merdae,1958780.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Clostridium_E,d__Bacteria;p__18;c__124;o__751;f__1490;g__6267;s__12895,0,1,Yes,No,Yes,Yes
ERS537294_18.hgm,ERS537294_18,HGM,OTU-12398,ERS537294,high,98.66,0.02,60,3020652,50344.2,67485,155.11,100.0,15,No,No,No,260381,Lachnospira sp.,ERS537294_18,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6491;s__12398,87,1,Yes,No,No,Yes
ERS396301_33.hgm,ERS396301_33,HGM,OTU-05527,ERS396301,high,94.07,0.72,210,2193075,10443.2,16482,46.9043,100.0,17,No,Yes,Yes,245112,Alistipes HGM05527,ERS396301_33,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05527,7,0,Yes,Yes,No,Yes
ERS537233_63.hgm,ERS537233_63,HGM,OTU-13278,ERS537233,high,95.0,0.4,98,2202759,22477.1,44258,57.5743,100.0,19,Yes,No,No,261752,Faecalibacterium HGM13278,ERS537233_63,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,d__Bacteria;p__18;c__124;o__753;f__1494;g__6284;s__13278,83,0,Yes,Yes,No,Yes
